user_id,department,gpt_app,date,prompt_count,tokens_used,cost_usd
user_107,HR,gpt_app_24,2025-01-14,7,1369,0.0274
user_107,HR,gpt_app_22,2025-01-16,2,1624,0.0325
user_107,HR,gpt_app_15,2025-01-19,6,1948,0.039
user_107,HR,gpt_app_14,2025-01-21,4,622,0.0124
user_107,HR,gpt_app_19,2025-01-31,4,1539,0.0308
user_107,HR,gpt_app_0,2025-02-03,5,1880,0.0376
user_107,HR,gpt_app_2,2025-02-05,1,2578,0.0516
user_107,HR,gpt_app_0,2025-02-06,4,2150,0.043
user_107,HR,gpt_app_8,2025-02-08,6,1899,0.038
user_107,HR,gpt_app_6,2025-02-13,8,1567,0.0313
user_107,HR,gpt_app_4,2025-02-21,3,2687,0.0537
user_107,HR,gpt_app_17,2025-02-25,3,1764,0.0353
user_108,Ops,gpt_app_19,2025-01-01,2,2227,0.0445
user_108,Ops,gpt_app_16,2025-01-08,4,3363,0.0673
user_108,Ops,gpt_app_13,2025-01-12,3,3374,0.0675
user_108,Ops,gpt_app_3,2025-02-06,7,2272,0.0454
user_108,Ops,gpt_app_24,2025-02-23,5,2384,0.0477
user_108,Ops,gpt_app_9,2025-02-25,5,2368,0.0474
user_108,Ops,gpt_app_7,2025-02-26,7,2590,0.0518
user_109,HR,gpt_app_3,2025-01-02,6,3139,0.0628
user_109,HR,gpt_app_1,2025-01-03,2,2053,0.0411
user_109,HR,gpt_app_7,2025-01-04,4,2344,0.0469
user_109,HR,gpt_app_13,2025-01-06,1,2114,0.0423
user_109,HR,gpt_app_20,2025-01-07,1,1394,0.0279
user_109,HR,gpt_app_19,2025-01-08,3,1072,0.0214
user_109,HR,gpt_app_14,2025-01-09,2,1775,0.0355
user_109,HR,gpt_app_2,2025-01-10,2,2647,0.0529
user_109,HR,gpt_app_3,2025-01-17,5,1881,0.0376
user_109,HR,gpt_app_15,2025-01-18,4,2435,0.0487
user_109,HR,gpt_app_19,2025-01-20,5,2289,0.0458
user_109,HR,gpt_app_17,2025-01-21,5,2393,0.0479
user_109,HR,gpt_app_0,2025-01-22,3,2231,0.0446
user_109,HR,gpt_app_20,2025-01-24,8,2034,0.0407
user_109,HR,gpt_app_16,2025-01-25,4,2241,0.0448
user_109,HR,gpt_app_18,2025-01-26,6,1509,0.0302
user_109,HR,gpt_app_7,2025-01-27,4,1728,0.0346
user_109,HR,gpt_app_22,2025-01-29,5,1535,0.0307
user_109,HR,gpt_app_4,2025-02-03,6,3557,0.0711
user_109,HR,gpt_app_9,2025-02-04,2,1114,0.0223
user_109,HR,gpt_app_13,2025-02-06,3,2961,0.0592
user_109,HR,gpt_app_0,2025-02-10,5,2299,0.046
user_109,HR,gpt_app_19,2025-02-12,3,975,0.0195
user_109,HR,gpt_app_11,2025-02-13,2,606,0.0121
user_109,HR,gpt_app_7,2025-02-14,2,2912,0.0582
user_109,HR,gpt_app_18,2025-02-16,3,1657,0.0331
user_109,HR,gpt_app_13,2025-02-18,2,3602,0.072
user_109,HR,gpt_app_5,2025-02-20,3,2061,0.0412
user_109,HR,gpt_app_21,2025-02-23,3,2557,0.0511
user_109,HR,gpt_app_21,2025-02-24,5,1712,0.0342
user_109,HR,gpt_app_2,2025-02-27,2,1903,0.0381
user_109,HR,gpt_app_16,2025-03-01,1,302,0.006
user_110,HR,gpt_app_2,2025-01-02,4,2790,0.0558
user_110,HR,gpt_app_16,2025-01-16,4,2820,0.0564
user_110,HR,gpt_app_17,2025-01-22,5,2564,0.0513
user_110,HR,gpt_app_16,2025-02-12,3,1367,0.0273
user_110,HR,gpt_app_16,2025-03-01,4,1774,0.0355
user_111,Marketing,gpt_app_0,2025-01-02,4,691,0.0138
user_111,Marketing,gpt_app_12,2025-01-05,5,3084,0.0617
user_111,Marketing,gpt_app_15,2025-01-06,11,2422,0.0484
user_111,Marketing,gpt_app_1,2025-01-09,4,2669,0.0534
user_111,Marketing,gpt_app_20,2025-01-13,3,2620,0.0524
user_111,Marketing,gpt_app_12,2025-01-14,5,2686,0.0537
user_111,Marketing,gpt_app_11,2025-01-15,4,1481,0.0296
user_111,Marketing,gpt_app_8,2025-01-16,3,470,0.0094
user_111,Marketing,gpt_app_23,2025-01-18,3,1679,0.0336
user_111,Marketing,gpt_app_0,2025-01-20,4,3656,0.0731
user_111,Marketing,gpt_app_11,2025-01-23,3,1825,0.0365
user_111,Marketing,gpt_app_2,2025-02-06,5,2942,0.0588
user_111,Marketing,gpt_app_11,2025-02-12,2,1169,0.0234
user_111,Marketing,gpt_app_7,2025-02-19,7,3181,0.0636
user_111,Marketing,gpt_app_23,2025-02-24,4,1845,0.0369
user_111,Marketing,gpt_app_21,2025-02-25,3,2229,0.0446
user_112,Ops,gpt_app_3,2025-01-11,7,3361,0.0672
user_112,Ops,gpt_app_24,2025-01-15,3,2675,0.0535
user_112,Ops,gpt_app_18,2025-02-01,6,1669,0.0334
user_112,Ops,gpt_app_23,2025-02-07,1,1700,0.034
user_112,Ops,gpt_app_24,2025-02-12,5,2043,0.0409
user_112,Ops,gpt_app_10,2025-03-01,5,2610,0.0522
user_113,Finance,gpt_app_1,2025-01-11,3,1026,0.0205
user_113,Finance,gpt_app_11,2025-01-20,4,1332,0.0266
user_113,Finance,gpt_app_17,2025-01-30,6,2624,0.0525
user_113,Finance,gpt_app_10,2025-01-31,2,3171,0.0634
user_113,Finance,gpt_app_20,2025-02-02,5,100,0.002
user_113,Finance,gpt_app_5,2025-02-05,5,3020,0.0604
user_113,Finance,gpt_app_24,2025-02-07,5,2436,0.0487
user_113,Finance,gpt_app_21,2025-02-10,3,2709,0.0542
user_113,Finance,gpt_app_14,2025-02-11,6,1897,0.0379
user_113,Finance,gpt_app_22,2025-02-20,5,1852,0.037
user_113,Finance,gpt_app_15,2025-02-22,2,1144,0.0229
user_113,Finance,gpt_app_20,2025-02-24,3,1649,0.033
user_113,Finance,gpt_app_5,2025-02-26,3,1672,0.0334
user_113,Finance,gpt_app_4,2025-02-27,8,776,0.0155
user_114,Engineering,gpt_app_22,2025-01-03,2,2408,0.0482
user_114,Engineering,gpt_app_24,2025-01-05,8,2257,0.0451
user_114,Engineering,gpt_app_14,2025-01-06,8,2588,0.0518
user_114,Engineering,gpt_app_1,2025-01-08,2,1543,0.0309
user_114,Engineering,gpt_app_9,2025-01-11,2,1831,0.0366
user_114,Engineering,gpt_app_6,2025-01-12,2,1706,0.0341
user_114,Engineering,gpt_app_1,2025-01-14,9,589,0.0118
user_114,Engineering,gpt_app_6,2025-01-16,2,2224,0.0445
user_114,Engineering,gpt_app_1,2025-01-17,9,2048,0.041
user_114,Engineering,gpt_app_10,2025-01-20,3,2013,0.0403
user_114,Engineering,gpt_app_9,2025-01-22,4,1480,0.0296
user_114,Engineering,gpt_app_16,2025-01-23,3,2093,0.0419
user_114,Engineering,gpt_app_12,2025-01-25,2,3052,0.061
user_114,Engineering,gpt_app_17,2025-01-26,5,1190,0.0238
user_114,Engineering,gpt_app_15,2025-01-27,1,3400,0.068
user_114,Engineering,gpt_app_8,2025-01-28,6,1012,0.0202
user_114,Engineering,gpt_app_1,2025-01-29,4,2946,0.0589
user_114,Engineering,gpt_app_24,2025-01-30,3,3090,0.0618
user_114,Engineering,gpt_app_20,2025-01-31,3,3026,0.0605
user_114,Engineering,gpt_app_6,2025-02-02,5,1804,0.0361
user_114,Engineering,gpt_app_9,2025-02-04,6,1776,0.0355
user_114,Engineering,gpt_app_11,2025-02-05,4,2090,0.0418
user_114,Engineering,gpt_app_24,2025-02-07,6,3523,0.0705
user_114,Engineering,gpt_app_1,2025-02-08,5,1553,0.0311
user_114,Engineering,gpt_app_20,2025-02-10,5,2350,0.047
user_114,Engineering,gpt_app_10,2025-02-11,5,1789,0.0358
user_114,Engineering,gpt_app_8,2025-02-13,3,2147,0.0429
user_114,Engineering,gpt_app_3,2025-02-14,5,829,0.0166
user_114,Engineering,gpt_app_11,2025-02-18,1,2169,0.0434
user_114,Engineering,gpt_app_13,2025-02-19,5,2192,0.0438
user_114,Engineering,gpt_app_12,2025-02-20,2,2949,0.059
user_114,Engineering,gpt_app_23,2025-02-21,3,2073,0.0415
user_114,Engineering,gpt_app_14,2025-02-23,2,2089,0.0418
user_114,Engineering,gpt_app_12,2025-02-24,4,1855,0.0371
user_114,Engineering,gpt_app_10,2025-02-27,2,1653,0.0331
user_114,Engineering,gpt_app_5,2025-02-28,5,838,0.0168
user_115,Sales,gpt_app_22,2025-01-02,4,2445,0.0489
user_115,Sales,gpt_app_15,2025-01-04,3,3395,0.0679
user_115,Sales,gpt_app_11,2025-01-05,3,689,0.0138
user_115,Sales,gpt_app_16,2025-01-06,2,680,0.0136
user_115,Sales,gpt_app_8,2025-01-09,3,2832,0.0566
user_115,Sales,gpt_app_2,2025-01-11,1,2315,0.0463
user_115,Sales,gpt_app_23,2025-01-12,2,1232,0.0246
user_115,Sales,gpt_app_13,2025-01-13,4,1820,0.0364
user_115,Sales,gpt_app_2,2025-01-16,3,1417,0.0283
user_115,Sales,gpt_app_13,2025-01-20,4,2545,0.0509
user_115,Sales,gpt_app_19,2025-01-22,3,2865,0.0573
user_115,Sales,gpt_app_5,2025-01-23,5,3292,0.0658
user_115,Sales,gpt_app_17,2025-01-24,3,2028,0.0406
user_115,Sales,gpt_app_9,2025-01-25,4,2110,0.0422
user_115,Sales,gpt_app_10,2025-01-26,2,2952,0.059
user_115,Sales,gpt_app_3,2025-01-27,1,2157,0.0431
user_115,Sales,gpt_app_2,2025-01-28,8,941,0.0188
user_115,Sales,gpt_app_10,2025-01-30,3,3198,0.064
user_115,Sales,gpt_app_21,2025-02-05,2,2488,0.0498
user_115,Sales,gpt_app_9,2025-02-06,4,1736,0.0347
user_115,Sales,gpt_app_9,2025-02-07,4,1719,0.0344
user_115,Sales,gpt_app_14,2025-02-09,4,1609,0.0322
user_115,Sales,gpt_app_19,2025-02-10,2,2537,0.0507
user_115,Sales,gpt_app_22,2025-02-12,3,2662,0.0532
user_115,Sales,gpt_app_13,2025-02-13,2,3015,0.0603
user_115,Sales,gpt_app_5,2025-02-14,8,2133,0.0427
user_115,Sales,gpt_app_22,2025-02-17,4,2379,0.0476
user_115,Sales,gpt_app_14,2025-02-18,1,423,0.0085
user_115,Sales,gpt_app_11,2025-02-19,2,3206,0.0641
user_115,Sales,gpt_app_14,2025-02-22,2,1673,0.0335
user_115,Sales,gpt_app_1,2025-02-25,4,1153,0.0231
user_115,Sales,gpt_app_23,2025-02-26,5,2312,0.0462
user_115,Sales,gpt_app_11,2025-02-27,4,1559,0.0312
user_115,Sales,gpt_app_19,2025-02-28,4,1177,0.0235
user_116,Sales,gpt_app_8,2025-01-05,6,1686,0.0337
user_116,Sales,gpt_app_20,2025-01-07,2,1226,0.0245
user_116,Sales,gpt_app_1,2025-01-10,4,2609,0.0522
user_116,Sales,gpt_app_2,2025-01-14,3,2986,0.0597
user_116,Sales,gpt_app_21,2025-01-17,6,2508,0.0502
user_116,Sales,gpt_app_20,2025-01-18,8,3016,0.0603
user_116,Sales,gpt_app_12,2025-01-26,4,2169,0.0434
user_116,Sales,gpt_app_11,2025-01-29,4,2704,0.0541
user_116,Sales,gpt_app_16,2025-02-05,3,1367,0.0273
user_116,Sales,gpt_app_23,2025-02-06,3,2068,0.0414
user_116,Sales,gpt_app_21,2025-02-18,6,2957,0.0591
user_116,Sales,gpt_app_5,2025-02-23,2,1697,0.0339
user_116,Sales,gpt_app_0,2025-03-01,3,1336,0.0267
user_117,Finance,gpt_app_19,2025-01-02,3,3467,0.0693
user_117,Finance,gpt_app_21,2025-01-07,6,3079,0.0616
user_117,Finance,gpt_app_14,2025-01-09,6,2360,0.0472
user_117,Finance,gpt_app_1,2025-01-10,2,284,0.0057
user_117,Finance,gpt_app_4,2025-01-12,4,2081,0.0416
user_117,Finance,gpt_app_2,2025-01-13,6,1985,0.0397
user_117,Finance,gpt_app_7,2025-01-14,1,1142,0.0228
user_117,Finance,gpt_app_24,2025-01-15,4,1503,0.0301
user_117,Finance,gpt_app_20,2025-01-16,3,467,0.0093
user_117,Finance,gpt_app_11,2025-01-21,3,2031,0.0406
user_117,Finance,gpt_app_11,2025-01-22,4,2626,0.0525
user_117,Finance,gpt_app_12,2025-01-23,3,1787,0.0357
user_117,Finance,gpt_app_18,2025-01-28,5,1468,0.0294
user_117,Finance,gpt_app_1,2025-01-30,3,2576,0.0515
user_117,Finance,gpt_app_19,2025-01-31,4,1673,0.0335
user_117,Finance,gpt_app_4,2025-02-01,4,1545,0.0309
user_117,Finance,gpt_app_21,2025-02-02,6,2773,0.0555
user_117,Finance,gpt_app_14,2025-02-03,4,2136,0.0427
user_117,Finance,gpt_app_11,2025-02-07,6,2106,0.0421
user_117,Finance,gpt_app_11,2025-02-08,6,2518,0.0504
user_117,Finance,gpt_app_14,2025-02-09,5,3168,0.0634
user_117,Finance,gpt_app_24,2025-02-11,5,2101,0.042
user_117,Finance,gpt_app_2,2025-02-12,3,2602,0.052
user_117,Finance,gpt_app_18,2025-02-14,4,1881,0.0376
user_117,Finance,gpt_app_4,2025-02-18,4,2814,0.0563
user_117,Finance,gpt_app_16,2025-02-19,4,1672,0.0334
user_117,Finance,gpt_app_11,2025-02-24,4,2175,0.0435
user_117,Finance,gpt_app_12,2025-02-25,5,2176,0.0435
user_118,HR,gpt_app_20,2025-01-07,2,1773,0.0355
user_118,HR,gpt_app_8,2025-01-15,2,3086,0.0617
user_118,HR,gpt_app_7,2025-01-16,6,1429,0.0286
user_118,HR,gpt_app_3,2025-01-19,3,2866,0.0573
user_118,HR,gpt_app_0,2025-01-21,5,3058,0.0612
user_118,HR,gpt_app_23,2025-01-22,3,2061,0.0412
user_118,HR,gpt_app_5,2025-01-26,4,2779,0.0556
user_118,HR,gpt_app_15,2025-01-29,8,3330,0.0666
user_118,HR,gpt_app_16,2025-01-31,6,3040,0.0608
user_118,HR,gpt_app_12,2025-02-01,4,2555,0.0511
user_118,HR,gpt_app_17,2025-02-03,5,857,0.0171
user_118,HR,gpt_app_3,2025-02-04,2,3278,0.0656
user_118,HR,gpt_app_8,2025-02-05,5,1468,0.0294
user_118,HR,gpt_app_24,2025-02-13,3,1893,0.0379
user_118,HR,gpt_app_8,2025-02-15,1,1992,0.0398
user_118,HR,gpt_app_22,2025-02-18,4,2735,0.0547
user_118,HR,gpt_app_14,2025-02-19,2,1152,0.023
user_119,Finance,gpt_app_19,2025-01-09,2,1962,0.0392
user_119,Finance,gpt_app_9,2025-01-10,7,2218,0.0444
user_119,Finance,gpt_app_22,2025-01-14,5,100,0.002
user_119,Finance,gpt_app_15,2025-01-18,3,2354,0.0471
user_119,Finance,gpt_app_6,2025-01-22,4,1425,0.0285
user_119,Finance,gpt_app_3,2025-01-26,4,1996,0.0399
user_119,Finance,gpt_app_4,2025-01-29,3,1845,0.0369
user_119,Finance,gpt_app_2,2025-01-30,5,3970,0.0794
user_119,Finance,gpt_app_14,2025-02-10,5,2372,0.0474
user_119,Finance,gpt_app_5,2025-02-12,3,2034,0.0407
user_119,Finance,gpt_app_22,2025-02-19,2,876,0.0175
user_119,Finance,gpt_app_14,2025-02-20,4,1533,0.0307
user_119,Finance,gpt_app_2,2025-02-26,7,1614,0.0323
user_119,Finance,gpt_app_21,2025-03-01,2,2189,0.0438
user_120,Support,gpt_app_10,2025-01-07,1,2716,0.0543
user_120,Support,gpt_app_21,2025-01-09,3,2562,0.0512
user_120,Support,gpt_app_11,2025-01-11,2,2173,0.0435
user_120,Support,gpt_app_22,2025-01-12,2,2939,0.0588
user_120,Support,gpt_app_2,2025-01-16,3,1185,0.0237
user_120,Support,gpt_app_17,2025-01-19,6,2112,0.0422
user_120,Support,gpt_app_17,2025-02-02,4,1474,0.0295
user_120,Support,gpt_app_9,2025-02-06,6,2346,0.0469
user_120,Support,gpt_app_9,2025-02-10,4,2250,0.045
user_120,Support,gpt_app_5,2025-02-21,2,2771,0.0554
user_121,Ops,gpt_app_22,2025-01-04,3,2347,0.0469
user_121,Ops,gpt_app_22,2025-01-12,4,1676,0.0335
user_121,Ops,gpt_app_20,2025-01-25,1,1346,0.0269
user_121,Ops,gpt_app_5,2025-01-27,4,819,0.0164
user_121,Ops,gpt_app_11,2025-01-29,4,2355,0.0471
user_121,Ops,gpt_app_16,2025-01-30,4,2324,0.0465
user_121,Ops,gpt_app_7,2025-02-04,8,3191,0.0638
user_121,Ops,gpt_app_3,2025-02-10,5,3100,0.062
user_121,Ops,gpt_app_6,2025-02-16,3,1672,0.0334
user_122,Support,gpt_app_4,2025-01-01,9,605,0.0121
user_122,Support,gpt_app_7,2025-01-03,7,2725,0.0545
user_122,Support,gpt_app_15,2025-01-05,4,1588,0.0318
user_122,Support,gpt_app_0,2025-01-06,2,2719,0.0544
user_122,Support,gpt_app_11,2025-01-07,4,3580,0.0716
user_122,Support,gpt_app_17,2025-01-11,3,1940,0.0388
user_122,Support,gpt_app_18,2025-01-12,3,1855,0.0371
user_122,Support,gpt_app_11,2025-01-14,6,912,0.0182
user_122,Support,gpt_app_14,2025-01-15,6,1225,0.0245
user_122,Support,gpt_app_17,2025-01-17,4,1757,0.0351
user_122,Support,gpt_app_4,2025-01-21,2,2106,0.0421
user_122,Support,gpt_app_19,2025-01-27,3,1559,0.0312
user_122,Support,gpt_app_2,2025-01-30,6,1418,0.0284
user_122,Support,gpt_app_2,2025-02-06,6,1023,0.0205
user_122,Support,gpt_app_9,2025-02-07,7,1163,0.0233
user_122,Support,gpt_app_12,2025-02-12,4,1202,0.024
user_122,Support,gpt_app_22,2025-02-19,8,2184,0.0437
user_122,Support,gpt_app_23,2025-02-28,4,1261,0.0252
user_122,Support,gpt_app_15,2025-03-01,4,1594,0.0319
user_123,Marketing,gpt_app_13,2025-01-11,4,2452,0.049
user_123,Marketing,gpt_app_24,2025-01-19,5,100,0.002
user_123,Marketing,gpt_app_13,2025-02-03,6,2012,0.0402
user_123,Marketing,gpt_app_18,2025-02-28,2,3091,0.0618
user_124,Engineering,gpt_app_4,2025-01-12,2,3160,0.0632
user_124,Engineering,gpt_app_10,2025-01-15,3,2312,0.0462
user_124,Engineering,gpt_app_20,2025-02-12,2,2860,0.0572
user_124,Engineering,gpt_app_2,2025-02-22,3,1116,0.0223
user_124,Engineering,gpt_app_14,2025-02-24,6,2534,0.0507
user_125,Sales,gpt_app_21,2025-01-01,3,2394,0.0479
user_125,Sales,gpt_app_16,2025-01-03,2,1756,0.0351
user_125,Sales,gpt_app_11,2025-01-04,2,2290,0.0458
user_125,Sales,gpt_app_4,2025-01-06,3,3034,0.0607
user_125,Sales,gpt_app_24,2025-01-10,4,2121,0.0424
user_125,Sales,gpt_app_17,2025-01-14,4,1451,0.029
user_125,Sales,gpt_app_20,2025-01-15,5,1471,0.0294
user_125,Sales,gpt_app_18,2025-01-16,6,1376,0.0275
user_125,Sales,gpt_app_5,2025-01-20,5,1994,0.0399
user_125,Sales,gpt_app_24,2025-01-21,4,2588,0.0518
user_125,Sales,gpt_app_4,2025-01-23,2,2586,0.0517
user_125,Sales,gpt_app_13,2025-01-24,2,3040,0.0608
user_125,Sales,gpt_app_16,2025-01-28,5,373,0.0075
user_125,Sales,gpt_app_1,2025-01-30,3,3111,0.0622
user_125,Sales,gpt_app_3,2025-01-31,1,3144,0.0629
user_125,Sales,gpt_app_16,2025-02-04,4,2160,0.0432
user_125,Sales,gpt_app_4,2025-02-05,9,1084,0.0217
user_125,Sales,gpt_app_9,2025-02-08,6,1457,0.0291
user_125,Sales,gpt_app_5,2025-02-10,3,1642,0.0328
user_125,Sales,gpt_app_5,2025-02-13,2,2681,0.0536
user_125,Sales,gpt_app_10,2025-02-14,7,1708,0.0342
user_125,Sales,gpt_app_22,2025-02-22,1,1462,0.0292
user_126,Finance,gpt_app_11,2025-01-03,3,1851,0.037
user_126,Finance,gpt_app_16,2025-01-05,2,1815,0.0363
user_126,Finance,gpt_app_9,2025-01-27,5,1279,0.0256
user_126,Finance,gpt_app_2,2025-01-29,4,1744,0.0349
user_126,Finance,gpt_app_8,2025-03-01,3,1881,0.0376
user_127,Finance,gpt_app_20,2025-01-01,7,1906,0.0381
user_127,Finance,gpt_app_17,2025-01-02,4,2333,0.0467
user_127,Finance,gpt_app_8,2025-01-08,3,1739,0.0348
user_127,Finance,gpt_app_4,2025-01-11,4,567,0.0113
user_127,Finance,gpt_app_20,2025-01-12,4,3011,0.0602
user_127,Finance,gpt_app_9,2025-01-16,2,1283,0.0257
user_127,Finance,gpt_app_19,2025-01-19,5,2216,0.0443
user_127,Finance,gpt_app_17,2025-01-20,4,1457,0.0291
user_127,Finance,gpt_app_2,2025-01-22,7,2541,0.0508
user_127,Finance,gpt_app_16,2025-01-27,3,2205,0.0441
user_127,Finance,gpt_app_20,2025-01-28,4,2567,0.0513
user_127,Finance,gpt_app_5,2025-01-29,3,1755,0.0351
user_127,Finance,gpt_app_18,2025-01-30,3,491,0.0098
user_127,Finance,gpt_app_18,2025-02-02,9,634,0.0127
user_127,Finance,gpt_app_4,2025-02-03,3,1221,0.0244
user_127,Finance,gpt_app_5,2025-02-05,7,2534,0.0507
user_127,Finance,gpt_app_21,2025-02-06,7,841,0.0168
user_127,Finance,gpt_app_19,2025-02-07,4,3703,0.0741
user_127,Finance,gpt_app_23,2025-02-09,2,2117,0.0423
user_127,Finance,gpt_app_19,2025-02-10,5,3055,0.0611
user_127,Finance,gpt_app_10,2025-02-13,6,2517,0.0503
user_127,Finance,gpt_app_18,2025-02-14,4,1824,0.0365
user_127,Finance,gpt_app_1,2025-02-17,8,1751,0.035
user_127,Finance,gpt_app_0,2025-02-21,6,2117,0.0423
user_127,Finance,gpt_app_2,2025-02-22,5,2263,0.0453
user_127,Finance,gpt_app_1,2025-02-23,5,1196,0.0239
user_127,Finance,gpt_app_20,2025-02-24,7,1672,0.0334
user_127,Finance,gpt_app_24,2025-02-26,5,2284,0.0457
user_128,Marketing,gpt_app_8,2025-01-02,6,1664,0.0333
user_128,Marketing,gpt_app_20,2025-01-05,4,1764,0.0353
user_128,Marketing,gpt_app_6,2025-01-06,6,2440,0.0488
user_128,Marketing,gpt_app_24,2025-01-10,2,1059,0.0212
user_128,Marketing,gpt_app_18,2025-01-12,6,1879,0.0376
user_128,Marketing,gpt_app_13,2025-01-13,3,1042,0.0208
user_128,Marketing,gpt_app_19,2025-01-15,3,3338,0.0668
user_128,Marketing,gpt_app_20,2025-01-17,5,2268,0.0454
user_128,Marketing,gpt_app_0,2025-01-18,4,2291,0.0458
user_128,Marketing,gpt_app_15,2025-01-20,1,1348,0.027
user_128,Marketing,gpt_app_20,2025-01-21,3,1512,0.0302
user_128,Marketing,gpt_app_17,2025-01-28,3,809,0.0162
user_128,Marketing,gpt_app_9,2025-01-30,6,2160,0.0432
user_128,Marketing,gpt_app_20,2025-01-31,4,3479,0.0696
user_128,Marketing,gpt_app_9,2025-02-01,3,2869,0.0574
user_128,Marketing,gpt_app_15,2025-02-02,1,1955,0.0391
user_128,Marketing,gpt_app_7,2025-02-03,3,1925,0.0385
user_128,Marketing,gpt_app_21,2025-02-04,6,3628,0.0726
user_128,Marketing,gpt_app_12,2025-02-06,4,1666,0.0333
user_128,Marketing,gpt_app_9,2025-02-08,4,3384,0.0677
user_128,Marketing,gpt_app_14,2025-02-09,3,656,0.0131
user_128,Marketing,gpt_app_2,2025-02-10,3,1505,0.0301
user_128,Marketing,gpt_app_22,2025-02-11,4,2165,0.0433
user_128,Marketing,gpt_app_1,2025-02-13,6,1504,0.0301
user_128,Marketing,gpt_app_5,2025-02-16,4,2505,0.0501
user_128,Marketing,gpt_app_14,2025-02-19,1,2181,0.0436
user_128,Marketing,gpt_app_13,2025-02-22,8,1127,0.0225
user_128,Marketing,gpt_app_15,2025-02-23,4,1513,0.0303
user_128,Marketing,gpt_app_14,2025-02-25,5,2325,0.0465
user_128,Marketing,gpt_app_6,2025-02-27,4,1429,0.0286
user_128,Marketing,gpt_app_10,2025-02-28,3,3324,0.0665
user_128,Marketing,gpt_app_19,2025-03-01,2,1754,0.0351
user_129,Finance,gpt_app_10,2025-01-04,4,2344,0.0469
user_129,Finance,gpt_app_22,2025-01-05,5,2854,0.0571
user_129,Finance,gpt_app_10,2025-01-06,1,2769,0.0554
user_129,Finance,gpt_app_23,2025-01-12,9,1947,0.0389
user_129,Finance,gpt_app_11,2025-01-13,3,2479,0.0496
user_129,Finance,gpt_app_12,2025-01-14,6,1331,0.0266
user_129,Finance,gpt_app_4,2025-01-17,5,711,0.0142
user_129,Finance,gpt_app_24,2025-01-18,3,2087,0.0417
user_129,Finance,gpt_app_11,2025-01-19,2,1145,0.0229
user_129,Finance,gpt_app_16,2025-01-20,4,3261,0.0652
user_129,Finance,gpt_app_17,2025-01-21,5,1329,0.0266
user_129,Finance,gpt_app_3,2025-01-25,4,2765,0.0553
user_129,Finance,gpt_app_10,2025-01-28,4,1191,0.0238
user_129,Finance,gpt_app_7,2025-01-29,4,1505,0.0301
user_129,Finance,gpt_app_14,2025-01-30,4,2676,0.0535
user_129,Finance,gpt_app_3,2025-02-03,3,2835,0.0567
user_129,Finance,gpt_app_8,2025-02-08,3,2116,0.0423
user_129,Finance,gpt_app_14,2025-02-09,5,2730,0.0546
user_129,Finance,gpt_app_7,2025-02-11,5,2021,0.0404
user_129,Finance,gpt_app_4,2025-02-12,2,2397,0.0479
user_129,Finance,gpt_app_3,2025-02-15,6,1073,0.0215
user_129,Finance,gpt_app_1,2025-02-18,2,1517,0.0303
user_129,Finance,gpt_app_9,2025-02-19,5,3223,0.0645
user_129,Finance,gpt_app_12,2025-02-25,3,2084,0.0417
user_129,Finance,gpt_app_19,2025-02-27,6,1362,0.0272
user_130,Sales,gpt_app_7,2025-01-01,2,2266,0.0453
user_130,Sales,gpt_app_5,2025-01-03,2,2261,0.0452
user_130,Sales,gpt_app_10,2025-01-06,3,2348,0.047
user_130,Sales,gpt_app_18,2025-01-08,5,2533,0.0507
user_130,Sales,gpt_app_23,2025-01-09,1,3154,0.0631
user_130,Sales,gpt_app_10,2025-01-10,3,2170,0.0434
user_130,Sales,gpt_app_6,2025-01-12,3,215,0.0043
user_130,Sales,gpt_app_24,2025-01-13,4,1788,0.0358
user_130,Sales,gpt_app_5,2025-01-14,2,2138,0.0428
user_130,Sales,gpt_app_15,2025-01-15,3,3516,0.0703
user_130,Sales,gpt_app_16,2025-01-17,5,3138,0.0628
user_130,Sales,gpt_app_14,2025-01-23,2,2950,0.059
user_130,Sales,gpt_app_15,2025-01-24,3,2152,0.043
user_130,Sales,gpt_app_9,2025-01-27,3,1555,0.0311
user_130,Sales,gpt_app_15,2025-01-28,3,2451,0.049
user_130,Sales,gpt_app_0,2025-01-31,4,2249,0.045
user_130,Sales,gpt_app_2,2025-02-05,4,2121,0.0424
user_130,Sales,gpt_app_12,2025-02-06,6,1862,0.0372
user_130,Sales,gpt_app_16,2025-02-07,4,865,0.0173
user_130,Sales,gpt_app_14,2025-02-08,3,1933,0.0387
user_130,Sales,gpt_app_7,2025-02-10,3,2860,0.0572
user_130,Sales,gpt_app_6,2025-02-11,4,2251,0.045
user_130,Sales,gpt_app_18,2025-02-13,3,3064,0.0613
user_130,Sales,gpt_app_11,2025-02-15,6,1880,0.0376
user_130,Sales,gpt_app_1,2025-02-19,4,1708,0.0342
user_130,Sales,gpt_app_1,2025-02-21,4,1383,0.0277
user_130,Sales,gpt_app_9,2025-02-22,4,1833,0.0367
user_130,Sales,gpt_app_15,2025-02-23,2,2185,0.0437
user_130,Sales,gpt_app_19,2025-02-26,3,2148,0.043
user_130,Sales,gpt_app_20,2025-02-27,3,2508,0.0502
user_131,Ops,gpt_app_15,2025-01-12,1,1969,0.0394
user_131,Ops,gpt_app_9,2025-01-18,5,3001,0.06
